Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,Paga_Dividendos,Tamanio_Empresa,Valuacion_PE
GILD,Gilead Sciences,Biotechnology,138.36,,0.0237,-2.66,108.46,157.29,171560206336.0,14600999936.0,5.6328664,14.515318,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD,Sí,Large Cap,Sin P/E (Pérdidas)
GPN,Global Payments,Transaction & Payment Processing Services,93.05,44.09953,0.0107,2.11,61.16,95.58,24622741504.0,4482187776.0,2.4123988,1.069233,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN,Sí,Large Cap,Sobrevalorada
GL,Globe Life,Life & Health Insurance,181.0,12.0345745,0.0073,15.04,127.85,191.55,14053701632.0,1680269056.0,2.26967,2.2656152,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GL,Sí,Large Cap,Subvalorada
GDDY,GoDaddy,Internet Services & Infrastructure,94.91,14.102527,0.0,6.73,71.59,150.47,12020133888.0,1379000064.0,2.3549957,1790.7548,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GDDY,No,Large Cap,Subvalorada
GS,Goldman Sachs,Investment Banking & Brokerage,1039.42,16.05034,0.0192,64.76,705.55,1153.99,302649376768.0,,4.4790497,2.8364503,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GS,Sí,Large Cap (Mega),Neutral
HAL,Halliburton,Oil & Gas Equipment & Services,34.42,18.020943,0.0198,1.91,20.79,43.59,28754388992.0,4139000064.0,1.2852273,2.607378,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL,Sí,Large Cap,Neutral
HIG,Hartford (The),Property & Casualty Insurance,138.02,9.531769,0.0174,14.48,120.33,146.07,37835538432.0,5585999872.0,1.2906545,1.9425483,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG,Sí,Large Cap,Subvalorada
HAS,Hasbro,Leisure Products,96.7,17.206406,0.0289,5.62,69.5,106.98,13638999040.0,1300199936.0,2.7424996,19.370993,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS,Sí,Large Cap,Neutral
HCA,HCA Healthcare,Health Care Facilities,404.68,13.570758,0.0077,29.82,353.99,556.52,89774129152.0,15747000320.0,1.1507586,-13.279953,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA,Sí,Large Cap,Subvalorada
DOC,Healthpeak Properties,Health Care REITs,20.79,59.400005,0.0587,0.35,15.7,22.95,14739014656.0,1570761984.0,4.9966044,1.8272104,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOC,Sí,Large Cap,Sobrevalorada
HSIC,Henry Schein,Health Care Distributors,89.77,26.17201,0.0,3.43,61.95,92.18,10226307072.0,1080000000.0,0.7518238,3.1823177,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC,No,Large Cap,Neutral
HSY,Hershey Company (The),Packaged Foods & Meats,184.22,25.201096,0.0315,7.31,161.43,239.48,37014528000.0,2721615872.0,3.042979,8.112203,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSY,Sí,Large Cap,Neutral
HPE,Hewlett Packard Enterprise,"Technology Hardware, Storage & Peripherals",58.71,54.869156,0.0097,1.07,19.84,64.25,77743988736.0,5631000064.0,2.004021,3.071731,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE,Sí,Large Cap,Sobrevalorada
HLT,Hilton Worldwide,"Hotels, Resorts & Cruise Lines",327.21,48.04846,0.0018,6.81,253.54,358.0,73643491328.0,3088000000.0,14.428584,-11.716618,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HLT,Sí,Large Cap,Sobrevalorada
HD,Home Depot (The),Home Improvement Retail,338.86,24.032623,0.0275,14.1,289.1,426.75,337882939392.0,24945999872.0,2.028206,24.350386,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD,Sí,Large Cap (Mega),Neutral
HON,Honeywell,Industrial Conglomerates,233.96,8.991545,0.012,26.02,195.86786,260.28317,74151280640.0,8512000000.0,1.9484268,4.0002055,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON,Sí,Large Cap,Subvalorada
HRL,Hormel Foods,Packaged Foods & Meats,24.54,28.870588,0.0477,0.85,19.7,29.35,13503975424.0,1251180032.0,1.1052115,1.6988578,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRL,Sí,Large Cap,Neutral
HST,Host Hotels & Resorts,Hotel & Resort REITs,22.9,15.369127,0.0349,1.49,15.61,25.71,15909235712.0,1695000064.0,2.552011,2.4555006,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST,Sí,Large Cap,Neutral
HWM,Howmet Aerospace,Aerospace & Defense,289.18,1701.0587,0.0019,0.17,169.45,310.0,115325386752.0,2793999872.0,12.649489,20.180042,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HWM,Sí,Large Cap,Sobrevalorada
HPQ,HP Inc.,"Technology Hardware, Storage & Peripherals",30.11,11.151852,0.0383,2.7,17.56,32.19,27536279552.0,4712000000.0,0.4795841,-191.78343,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ,Sí,Large Cap,Subvalorada
HUBB,Hubbell Incorporated,Industrial Machinery & Supplies & Components,511.39,30.295618,0.0112,16.88,403.82,565.4999,27022755840.0,1515500032.0,4.3419814,6.9066625,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUBB,Sí,Large Cap,Sobrevalorada
HUM,Humana,Managed Health Care,389.05,36.77221,0.0091,10.58,163.11,428.88,46717239296.0,3596000000.0,0.32068613,2.51399,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM,Sí,Large Cap,Sobrevalorada
HBAN,Huntington Bancshares,Regional Banks,17.91,13.776923,0.0346,1.3,14.89,19.46,36185628672.0,,3.9430783,1.2166293,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBAN,Sí,Large Cap,Subvalorada
HII,Huntington Ingalls Industries,Aerospace & Defense,327.71,19.529797,0.0169,16.78,262.66,460.0,12913281024.0,1170000000.0,0.97939175,2.4309387,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HII,Sí,Large Cap,Neutral
IBM,IBM,IT Consulting & Other Services,234.32,20.791481,0.0288,11.27,199.19,332.46,220760932352.0,16472999936.0,3.195035,6.4077883,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM,Sí,Large Cap (Mega),Neutral
IEX,IDEX Corporation,Industrial Machinery & Supplies & Components,238.94,34.379856,0.0122,6.95,158.19,243.8,17614632960.0,967699968.0,4.913015,4.41158,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IEX,Sí,Large Cap,Sobrevalorada
IDXX,Idexx Laboratories,Health Care Equipment,550.96,38.772697,0.0,14.21,518.55,769.98,43461378048.0,1621684992.0,9.54519,26.9484,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IDXX,No,Large Cap,Sobrevalorada
ITW,Illinois Tool Works,Industrial Machinery & Supplies & Components,290.81,26.317646,0.0236,11.05,238.82,303.16,82822684672.0,4806000128.0,5.029005,28.778824,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW,Sí,Large Cap,Neutral
INCY,Incyte,Biotechnology,120.16,15.307007,0.0,7.85,81.09,132.6,24356161536.0,1942312960.0,4.1852455,3.8063862,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INCY,No,Large Cap,Neutral
IR,Ingersoll Rand,Industrial Machinery & Supplies & Components,83.34,34.438015,0.0009,2.42,68.07,100.96,32335869952.0,2014700032.0,4.0713997,3.1771564,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IR,Sí,Large Cap,Sobrevalorada
PODD,Insulet Corporation,Health Care Equipment,143.34,26.893059,0.0,5.33,126.4,354.88,9941230592.0,614899968.0,3.2557905,6.989808,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PODD,No,Mid Cap,Neutral
INTC,Intel,Semiconductors,102.5,,0.0,-2.09,22.78,142.35,541825761280.0,16839999488.0,9.500381,5.9047184,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC,No,Large Cap (Mega),Sin P/E (Pérdidas)
ICE,Intercontinental Exchange,Financial Exchanges & Data,154.73,21.823694,0.0134,7.09,121.79,181.72,86864568320.0,6713999872.0,8.227369,2.970949,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ICE,Sí,Large Cap,Neutral
IFF,International Flavors & Fragrances,Specialty Chemicals,84.18,,0.019,-3.09,59.14,89.32,21491445760.0,1911000064.0,1.9934558,1.5377308,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IFF,Sí,Large Cap,Sin P/E (Pérdidas)
IP,International Paper,Paper & Plastic Packaging Products & Materials,40.74,,0.0454,-5.39,29.26,50.25,21574678528.0,3934000128.0,0.89140517,1.4923624,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IP,Sí,Large Cap,Sin P/E (Pérdidas)
INTU,Intuit,Application Software,345.66,21.102566,0.0139,16.38,252.84,721.54,94550794240.0,6409999872.0,4.5185566,4.5956264,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU,Sí,Large Cap,Neutral
ISRG,Intuitive Surgical,Health Care Equipment,394.51,45.241974,0.0,8.72,328.57,603.88,141344276480.0,4180800000.0,12.809422,7.6845613,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG,No,Large Cap,Sobrevalorada
IVZ,Invesco,Asset Management & Custody Banks,32.55,,0.0266,-0.68,20.48,32.66,14370824192.0,1444800000.0,2.0819738,1.4426273,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IVZ,Sí,Large Cap,Sin P/E (Pérdidas)
INVH,Invitation Homes,Single-Family Residential REITs,30.29,27.78899,0.0396,1.09,24.25,31.378,17993531392.0,1500342016.0,6.3179445,1.9757354,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INVH,Sí,Large Cap,Neutral
IQV,IQVIA,Life Sciences Tools & Services,236.66,29.398758,0.0,8.05,154.5,251.36,38954237952.0,3048000000.0,2.2937195,6.312448,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IQV,No,Large Cap,Neutral
IRM,Iron Mountain,Other Specialized REITs,129.43,91.79433,0.0267,1.41,77.77,134.68,38531674112.0,2551013120.0,5.095117,-30.079014,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM,Sí,Large Cap,Sobrevalorada
JBHT,J.B. Hunt,Cargo Ground Transportation,279.71,39.844727,0.0064,7.02,130.12,299.76,26264768512.0,1673964032.0,2.0678787,7.182917,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT,Sí,Large Cap,Sobrevalorada
SJM,J.M. Smucker Company (The),Packaged Foods & Meats,121.39,,0.0369,-1.3,88.25,127.65,12974246912.0,1926000000.0,1.4334759,2.335546,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM,Sí,Large Cap,Sin P/E (Pérdidas)
JBL,Jabil,Electronic Manufacturing Services,363.1,45.44431,0.0009,7.99,189.6,428.93,38048190464.0,2396999936.0,1.1327238,28.76951,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBL,Sí,Large Cap,Sobrevalorada
JKHY,Jack Henry & Associates,Transaction & Payment Processing Services,153.31,21.412012,0.0155,7.16,121.04,193.39,10892795904.0,715414016.0,4.329947,5.113913,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JKHY,Sí,Large Cap,Neutral
J,Jacobs Solutions,Construction & Engineering,144.66,48.059803,0.01,3.01,105.68,168.44,17081580544.0,1056488000.0,1.2013025,5.1905274,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=J,Sí,Large Cap,Sobrevalorada
JNJ,Johnson & Johnson,Pharmaceuticals,260.35,30.203018,0.0206,8.62,173.33,274.9,627417088000.0,34872000512.0,6.4068565,7.378699,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ,Sí,Large Cap (Mega),Sobrevalorada
JCI,Johnson Controls,Building Products,153.64,43.278873,0.0104,3.55,103.07,157.06,93066117120.0,4325000192.0,3.7233894,6.902997,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI,Sí,Large Cap,Sobrevalorada
JPM,JPMorgan Chase,Diversified Banks,362.84,15.552507,0.0165,23.33,279.1,366.5,964496261120.0,,5.1763353,2.7279766,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM,Sí,Large Cap (Mega),Neutral
KVUE,Kenvue,Personal Care Products,19.2,22.588236,0.0438,0.85,14.02,21.845,36878852096.0,3480999936.0,2.3934872,3.49345,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KVUE,Sí,Large Cap,Neutral
KDP,Keurig Dr Pepper,Soft Drinks & Non-alcoholic Beverages,31.44,31.757576,0.0292,0.99,24.88,35.94,42784370688.0,4807000064.0,2.1296353,1.6932356,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KDP,Sí,Large Cap,Sobrevalorada
KEY,KeyCorp,Regional Banks,23.31,13.631578,0.0357,1.71,16.47,24.07,24989134848.0,,3.390196,1.4445959,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KEY,Sí,Large Cap,Subvalorada
KEYS,Keysight Technologies,Electronic Equipment & Instruments,357.82,57.434994,0.0,6.23,152.846,374.963,61149777920.0,1430000000.0,10.044313,9.650988,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KEYS,No,Large Cap,Sobrevalorada
KMB,Kimberly-Clark,Household Products,110.39,21.816206,0.0464,5.06,92.42,136.17,36642893824.0,3480999936.0,2.2097995,20.978714,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMB,Sí,Large Cap,Neutral
KIM,Kimco Realty,Retail REITs,24.41,28.38372,0.0459,0.86,19.76,26.65,16373968896.0,1332118016.0,7.4864955,1.5937581,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KIM,Sí,Large Cap,Neutral
KMI,Kinder Morgan,Oil & Gas Storage & Transportation,32.82,21.174194,0.0368,1.55,25.6,34.81,73018785792.0,7634999808.0,4.0658603,2.3085039,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMI,Sí,Large Cap,Neutral
KKR,KKR,Asset Management & Custody Banks,114.01,36.308918,0.0068,3.14,82.67,152.1,105298558976.0,,4.0761075,3.627657,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KKR,Sí,Large Cap,Sobrevalorada
KLAC,KLA Corporation,Semiconductor Materials & Equipment,203.72,55.509537,0.0045,3.67,83.224,307.37,266169712640.0,6054757888.0,19.600882,41.917694,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KLAC,Sí,Large Cap (Mega),Sobrevalorada
KHC,Kraft Heinz,Packaged Foods & Meats,25.51,,0.0627,-2.88,21.035,28.1,30250364928.0,5493000192.0,1.2148741,0.840278,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KHC,Sí,Large Cap,Sin P/E (Pérdidas)
KR,Kroger,Food Retail,56.69,33.152046,0.0254,1.71,54.15,76.58,34730975232.0,8080000000.0,0.23365048,6.1273236,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KR,Sí,Large Cap,Sobrevalorada
LHX,L3Harris,Aerospace & Defense,291.82,29.506573,0.0173,9.89,262.68,379.23,54341152768.0,2146000000.0,4.2269096,2.8392408,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LHX,Sí,Large Cap,Neutral
LH,LabCorp,Health Care Services,318.13,26.313482,0.0091,12.09,244.52,325.58,25800343552.0,2319800064.0,1.7981839,2.9902809,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH,Sí,Large Cap,Neutral
LRCX,Lam Research,Semiconductor Materials & Equipment,332.36,57.801735,0.0031,5.75,94.11,438.5,415889031168.0,8641328128.0,17.901028,39.267487,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRCX,Sí,Large Cap (Mega),Sobrevalorada
LW,Lamb Weston,Packaged Foods & Meats,53.07,25.514423,0.0286,2.08,37.62,67.07,7296230912.0,1104300032.0,1.1034331,3.997439,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LW,Sí,Mid Cap,Neutral
LVS,Las Vegas Sands,Casinos & Gaming,46.23,17.918606,0.026,2.58,44.21,70.45,29943226368.0,4639000064.0,2.18261,51.53846,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LVS,Sí,Large Cap,Neutral
LDOS,Leidos,Diversified Support Services,143.83,13.416978,0.012,10.72,98.86,205.77,18091722752.0,2382000128.0,1.0259567,3.4159029,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LDOS,Sí,Large Cap,Subvalorada
LEN,Lennar,Homebuilding,86.83,13.609718,0.023,6.38,79.83,144.24,20916924416.0,2285495040.0,0.6389338,0.96745443,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEN,Sí,Large Cap,Subvalorada
LLY,Lilly (Eli),Pharmaceuticals,1180.16,39.682583,0.0057,29.74,685.15,1249.45,1051943960576.0,41706999808.0,13.204428,33.79901,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLY,Sí,Large Cap (Mega),Sobrevalorada
LIN,Linde plc,Industrial Gases,482.74,31.144516,0.0133,15.5,387.78,548.2,222533550080.0,13822000128.0,6.2775693,5.6941657,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIN,Sí,Large Cap (Mega),Sobrevalorada
LYV,Live Nation Entertainment,Movies & Entertainment,188.46,,0.0,-1.11,125.34,189.25,43903549440.0,1550790016.0,1.6710817,527.8992,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYV,No,Large Cap,Sin P/E (Pérdidas)
LKQ,LKQ Corporation,Distributors,25.42,14.122223,0.0472,1.8,21.17,37.13,6431312896.0,1403000064.0,0.46985042,0.9991353,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKQ,Sí,Mid Cap,Subvalorada
LMT,Lockheed Martin,Aerospace & Defense,608.68,22.419153,0.0231,27.15,437.25,692.0,140477710336.0,9680000000.0,1.8240542,15.966633,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT,Sí,Large Cap,Neutral
L,Loews Corporation,Multi-line Insurance,113.03,13.868712,0.0022,8.15,94.36,121.01,23106463744.0,3236999936.0,1.2360363,1.2086444,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=L,Sí,Large Cap,Subvalorada
LOW,Lowe's,Home Improvement Retail,218.47,18.48308,0.0229,11.82,199.4,293.06,122561667072.0,12597000192.0,1.3859111,-13.2213745,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW,Sí,Large Cap,Neutral
LULU,Lululemon Athletica,"Apparel, Accessories & Luxury Goods",119.55,9.680161,0.0,12.35,104.44,225.98,13575371776.0,2565969920.0,1.2117034,2.834752,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LULU,No,Large Cap,Subvalorada
LYB,LyondellBasell,Specialty Chemicals,63.76,,0.0646,-0.83,41.58,83.94,20596899840.0,3568000000.0,0.66032636,1.9299574,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYB,Sí,Large Cap,Sin P/E (Pérdidas)
MTB,M&T Bank,Regional Banks,254.09,13.458158,0.0236,18.88,174.76,255.68,36826021888.0,,3.8965213,1.4434471,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB,Sí,Large Cap,Subvalorada
MPC,Marathon Petroleum,Oil & Gas Refining & Marketing,355.42,12.332409,0.0113,28.82,160.87,360.1,103760125952.0,15397000192.0,0.6731289,6.2161365,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC,Sí,Large Cap,Subvalorada
MKTX,MarketAxess,Financial Exchanges & Data,162.57,19.216312,0.0192,8.46,108.75,195.97,5721308672.0,434956000.0,6.576028,4.619385,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKTX,Sí,Mid Cap,Neutral
MAR,Marriott International,"Hotels, Resorts & Cruise Lines",356.72,36.889347,0.0082,9.67,256.76,410.98,93020553216.0,4814000128.0,12.595878,-20.63874,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR,Sí,Large Cap,Sobrevalorada
MLM,Martin Marietta Materials,Construction Materials,547.93,35.579872,0.0061,15.4,523.48,710.97,32911876096.0,2126000000.0,4.9210343,2.8497944,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MLM,Sí,Large Cap,Sobrevalorada
MAS,Masco,Building Products,74.33,17.126728,0.0172,4.34,58.16,83.64,14656942080.0,1508000000.0,1.9234833,-40.156673,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAS,Sí,Large Cap,Neutral
MA,Mastercard,Transaction & Payment Processing Services,569.29,31.348568,0.0061,18.16,464.52,601.77,498703663104.0,22200999936.0,14.214966,89.00719,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MA,Sí,Large Cap (Mega),Sobrevalorada
MTCH,Match Group,Interactive Media & Services,37.95,13.457447,0.0215,2.82,28.81,41.4,8711459840.0,1188930048.0,2.4823782,-40.67524,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTCH,Sí,Mid Cap,Subvalorada
MKC,McCormick & Company,Packaged Foods & Meats,54.67,9.096505,0.0351,6.01,44.82,72.58,14698114048.0,1451500032.0,1.9900503,2.101076,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKC,Sí,Large Cap,Subvalorada
MCD,McDonald's,Restaurants,272.83,22.1813,0.0273,12.3,260.96,341.75,193065828352.0,14929999872.0,6.9693823,-188.67911,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCD,Sí,Large Cap,Neutral
MCK,McKesson Corporation,Health Care Distributors,869.0,23.310087,0.0043,37.28,667.5,999.0,101317025792.0,7071000064.0,0.24652363,-23.77435,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCK,Sí,Large Cap,Neutral
MDT,Medtronic,Health Care Equipment,91.27,24.469168,0.0316,3.73,73.31,106.33,116829716480.0,10103000064.0,3.212785,2.3621821,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT,Sí,Large Cap,Neutral
MRK,Merck & Co.,Pharmaceuticals,135.84,108.672,0.025,1.25,77.58,135.97,335140585472.0,28871000064.0,5.0344844,7.312661,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRK,Sí,Large Cap (Mega),Sobrevalorada
META,Meta Platforms,Interactive Media & Services,589.85,22.224941,0.0036,26.54,520.26,790.8,1502646501376.0,109654999040.0,6.583423,5.7535114,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=META,Sí,Large Cap (Mega),Neutral
MET,MetLife,Life & Health Insurance,97.66,18.708815,0.0243,5.22,67.33,100.93,62060679168.0,6040000000.0,0.7816403,2.269685,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MET,Sí,Large Cap,Neutral
MTD,Mettler Toledo,Life Sciences Tools & Services,1419.02,31.945522,0.0,44.42,1023.05,1525.17,28432279552.0,1275713024.0,6.8778763,2217.2188,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTD,No,Large Cap,Sobrevalorada
MGM,MGM Resorts,Casinos & Gaming,44.1,26.727272,0.0,1.65,29.19,51.59,11095239680.0,2237483008.0,0.62468123,4.413531,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGM,No,Large Cap,Neutral
MCHP,Microchip Technology,Semiconductors,79.17,116.42647,0.023,0.68,48.52,105.91,42989998080.0,1506099968.0,8.392714,6.664141,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCHP,Sí,Large Cap,Sobrevalorada
MU,Micron Technology,Semiconductors,971.66,21.978285,0.0005,44.21,113.46,1255.0,1097386098688.0,68222001152.0,12.156171,10.891218,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MU,Sí,Large Cap (Mega),Neutral
MSFT,Microsoft,Systems Software,495.4,27.62967,0.0073,17.93,349.2,553.72,3678615371776.0,194237005824.0,11.085542,8.316965,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT,Sí,Large Cap (Mega),Neutral
MAA,Mid-America Apartment Communities,Multi-Family Residential REITs,133.49,39.032166,0.0456,3.42,120.3,146.41,15928913920.0,1238054016.0,7.1791286,2.8499756,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAA,Sí,Large Cap,Sobrevalorada
MRNA,Moderna,Biotechnology,63.32,,0.0,-7.98,22.28,85.6,25279617024.0,-2195000064.0,11.346327,3.7367957,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRNA,No,Large Cap,Sin P/E (Pérdidas)
MHK,Mohawk Industries,Home Furnishings,140.1,18.556292,0.0,7.55,92.99,143.13,9490114560.0,1504199936.0,0.8490297,1.1121784,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHK,No,Mid Cap,Neutral
MOH,Molina Healthcare,Managed Health Care,212.43,1249.5881,0.0,0.17,121.06,244.89,11088845824.0,390000000.0,0.26110446,2.648357,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOH,No,Large Cap,Sobrevalorada
TAP,Molson Coors Beverage Company,Brewers,42.77,,0.0456,-11.44,38.04,54.82,7974635008.0,2263399936.0,0.71950513,0.7899305,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAP,Sí,Mid Cap,Sin P/E (Pérdidas)
MDLZ,Mondelez International,Packaged Foods & Meats,63.61,39.02454,0.0314,1.63,51.2,66.65,81652965376.0,6080000000.0,2.0580459,3.057732,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDLZ,Sí,Large Cap,Sobrevalorada
MPWR,Monolithic Power Systems,Semiconductors,1402.01,85.48842,0.0057,16.4,800.97,1714.09,68898979840.0,1000281984.0,21.049696,17.686739,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPWR,Sí,Large Cap,Sobrevalorada
MNST,Monster Beverage,Soft Drinks & Non-alcoholic Beverages,46.82,43.35185,0.0,1.08,30.485,50.17,91722801152.0,2933317120.0,9.9493685,9.794978,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNST,No,Large Cap,Sobrevalorada
MCO,Moody's Corporation,Financial Exchanges & Data,484.96,30.771572,0.0085,15.76,402.28,546.88,83985850368.0,4052999936.0,10.292383,27.764357,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCO,Sí,Large Cap,Sobrevalorada
MS,Morgan Stanley,Investment Banking & Brokerage,217.36,17.54318,0.0212,12.39,141.03,232.25,341689925632.0,,4.3903213,3.2058523,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MS,Sí,Large Cap (Mega),Neutral
